dataid,prediction
266, 2002.6637582558687 
267, 1994.3841885200547 
268, 1996.6538793227112 
269, 1996.7405542868894 
270, 1995.0502193919106 
271, 2003.667021040909 
272, 2003.535259380002 
273, 2001.7056238464293 
274, 2005.0211919380606 
275, 2002.7511831496456 
276, 2004.5214909893236 
277, 1996.38627177283 
278, 2003.6605767660153 
279, 2001.5298117013692 
280, 2002.720378949252 
281, 2004.9726208904474 
282, 2002.7454055936812 
283, 1998.9043601480548 
284, 1997.0378948246855 
285, 1996.0692511850891 
286, 1991.3341735723106 
287, 1997.9066672750685 
288, 1993.7028321664636 
289, 2001.6017494601608 
290, 1993.4086992273399 
291, 1999.8402834470774 
292, 1998.9692748975658 
293, 2002.799168511333 
294, 2004.0909225332593 
295, 1999.8756457210015 
296, 2004.7594863419056 
297, 2000.2436716900886 
298, 2003.3998118805926 
299, 2003.001172647147 
300, 2004.25021776819 
301, 2001.2956948183958 
302, 2001.8257875789775 
303, 2001.664964755722 
304, 2000.7867953925631 
305, 2002.7489664445711 
306, 2006.1463647111507 
307, 2005.0802720460479 
308, 2002.8603249504386 
309, 2002.04859521021 
310, 2000.0589981628957 
311, 2000.0184227836971 
312, 2001.5438357739083 
313, 2005.0490087439562 
314, 2001.8585735168058 
315, 2002.0583825415438 
316, 2004.790624542566 
317, 1997.3101898219368 
318, 1995.696906540204 
319, 1995.3854071396463 
320, 1993.7462114267257 
321, 1998.0093697589866 
322, 1991.1193389646553 
323, 1997.7952102391087 
324, 1998.196110321323 
325, 1993.7486832308407 
326, 1997.9569883483725 
327, 1993.9629377734616 
328, 1996.6296409730571 
329, 1994.3239725504873 
330, 1996.357096615969 
331, 1990.1542387681077 
332, 1991.3489486616445 
333, 1997.702122423249 
334, 2001.0945788800982 
335, 2000.3385124113772 
336, 1999.7907313088826 
337, 2003.222176158686 
338, 2004.1574340352558 
339, 2002.46599371175 
340, 2004.9363730839095 
341, 2004.4725549112165 
342, 2003.587031798665 
343, 2002.5263861142848 
344, 2004.4307708466167 
345, 2003.738234315323 
346, 1998.0754780265852 
347, 2001.7943413453027 
348, 2000.7916869911487 
349, 1998.3273268510807 
350, 2000.3801989185843 
351, 1999.9966543415394 
352, 1999.2806508369167 
353, 1999.1508136576745 
354, 2001.2077456556256 
355, 1992.676066190596 
356, 1990.8552466641668 
357, 1994.512819495691 
358, 1993.4900184236599 
359, 1990.2751684369898 
360, 1995.30408750554 
361, 1993.7958107361003 
362, 1999.0582148086064 
363, 1998.6867978981973 
364, 1997.3548897192206 
365, 1999.7773162179478 
366, 1999.6849443830768 
367, 2000.9107436317313 
368, 1997.4667581573597 
369, 1999.647731908797 
370, 2002.330360420682 
371, 1999.1686270223192 
372, 2000.6539244782832 
373, 1999.5037264743696 
374, 1998.1707778677962 
375, 1997.0622459082574 
376, 1998.589136918558 
377, 1994.6573224690037 
378, 1996.1279466382127 
379, 1995.1886375793656 
380, 1997.6540824482151 
381, 1999.2333971962842 
382, 1996.9238492400505 
383, 2002.9316711069291 
384, 2003.22433089801 
385, 2001.207429230831 
386, 1997.5623505012277 
387, 2001.8917526005982 
388, 2000.2996525733877 
389, 2001.7511306359665 
390, 2000.642924995587 
391, 2001.6645264824103 
392, 1999.4252137185895 
393, 1999.3432320238242 
394, 1999.7615683672393 
395, 1995.7718255003094 
396, 1995.1154384856754 
397, 1999.175228374876 
398, 1997.1523524760164 
399, 2000.2369705332085 
400, 1997.0444016795793 
401, 1999.9616281972674 
402, 1996.5321631158245 
403, 1997.4927669185636 
404, 1996.9348444300226 
405, 1999.32826717658 
406, 1998.0951652066024 
407, 1998.8847903703565 
408, 1998.568810923892 
409, 1997.4189876167572 
410, 1998.128535799683 
411, 1997.6314246409177 
412, 2000.236900444279 
413, 1999.397689258269 
414, 2000.3699487267004 
415, 1999.8208762657257 
416, 2002.5018673271804 
417, 1997.699656553231 
418, 2002.6687612574385 
419, 2001.8652131245253 
420, 2001.1507195482864 
421, 2003.6135032726097 
422, 2000.0737649244197 
423, 1998.881014491335 
424, 2002.0634512758318 
425, 1998.2860074661078 
426, 2002.2552658895752 
427, 2005.030702983514 
428, 2000.843264743348 
429, 2000.8471106971404 
430, 2007.0407644784636 
431, 2007.658537331527 
432, 2004.695362085853 
433, 2003.699793266758 
434, 2004.0696262720417 
435, 2004.8927506547952 
436, 2004.4339994655356 
437, 2002.777751969068 
438, 2007.0765479698946 
439, 2005.6403817942405 
440, 2001.6684266540203 
441, 2001.230034685489 
442, 2005.2568021496356 
443, 2002.6333684390388 
444, 2002.3802877889275 
445, 2001.2126218344074 
446, 1999.213029726838 
447, 2002.0645780155614 
448, 2001.4617534884385 
449, 2001.4285099429937 
450, 1993.3716241133486 
451, 1989.516094032807 
452, 1996.1042335316506 
453, 1991.4155956539523 
454, 1994.3814555486958 
455, 1994.4752077511507 
456, 1980.0643468606897 
457, 1983.9646874719745 
458, 1982.2569780079968 
459, 1981.6767290274843 
460, 1988.490676341005 
461, 1994.5557474014993 
462, 2002.618897930807 
463, 1998.3193283273765 
464, 1988.3576316420754 
465, 1991.9842258126403 
466, 1994.8354433011352 
467, 1992.988334301358 
468, 1990.808527300616 
469, 1995.5954672333144 
470, 1988.186603570612 
471, 1983.9832315069466 
472, 1987.3952964877803 
473, 1990.1126567964664 
474, 1984.7722096711739 
475, 1988.6247996191305 
476, 1990.0242383301386 
477, 1994.462353801543 
478, 1994.158361880884 
479, 1993.9796527409187 
480, 1990.3551032562898 
481, 1988.0769053576105 
482, 1994.6133408328515 
483, 1988.8833673684555 
484, 1988.1020629237091 
485, 1994.3288705131608 
486, 1984.3824970802855 
487, 1991.2329563209796 
488, 1986.566895737501 
489, 1988.9520154799252 
490, 1987.8501255129054 
491, 1989.1348084191904 
492, 1990.9232112760455 
493, 1990.1083604900168 
494, 1990.8044768091147 
495, 1994.94374437423 
496, 1990.993673027833 
497, 1983.2589979796983 
498, 1991.2155597266624 
499, 1988.4281891704923 
500, 1991.1337825238427 
501, 1991.912740296149 
502, 1984.6522608776493 
503, 1985.6350876613683 
504, 2002.9234839129276 
505, 1994.6647484179443 
506, 1993.5112318573733 
507, 1995.9042947597572 
508, 1996.3966079298486 
509, 1990.6743057389206 
510, 1994.3824573822803 
511, 1996.7015861118439 
512, 1990.756852745123 
513, 1998.213012996156 
514, 1994.3811736220418 
515, 1991.9210680887868 
516, 1992.297495805475 
517, 1991.798038579733 
518, 1984.4092326784623 
519, 1997.184609935961 
520, 1990.6360726851656 
521, 1989.8013172523856 
522, 1995.9860814293868 
523, 1995.701460342477 
524, 1993.3517367983904 
525, 1992.4136477763275 
526, 1989.2376469896292 
527, 1999.873925449178 
528, 1998.9675922193112 
529, 1999.8814464448687 
530, 1994.6724410520626 
531, 1999.6556077117275 
532, 1995.7931709685495 
533, 1996.5403870147827 
534, 1996.0264405923074 
535, 1998.2970184611208 
536, 1994.0237850311278 
537, 1996.7112394794278 
538, 1996.514227323068 
539, 1996.687018611099 
540, 2006.7231754827924 
541, 2004.6781518255013 
542, 2003.6430188589525 
543, 2005.0024841087848 
544, 2006.9168302102805 
545, 2005.8146628111756 
546, 2002.6091297478863 
547, 2002.6925126351566 
548, 2000.4299426260072 
549, 2007.123607811613 
550, 2006.0859463308964 
551, 2004.3926855129034 
552, 2004.162015156311 
553, 2002.0747571109341 
554, 2004.0918547368115 
555, 1999.2096206800918 
556, 2001.435111499269 
557, 2005.7866264845222 
558, 2003.2138261920866 
559, 1995.9738477322683 
560, 2004.927683802763 
561, 2006.9193633374787 
562, 2008.3500285044433 
563, 2004.5101948004942 
564, 2003.8661006590962 
565, 2003.6343098313198 
566, 2000.122274455459 
567, 2002.7880129138612 
568, 1993.110729438541 
569, 1987.372587046766 
570, 1996.418226863089 
571, 1999.1528646203299 
572, 1988.7705616027874 
573, 2000.275037254601 
574, 2002.5970179102935 
575, 2002.8345267051527 
576, 2004.322040544573 
577, 2005.8023968064876 
578, 1997.135815988516 
579, 2008.3117287819666 
580, 2008.7620609880794 
581, 2001.9353390801566 
582, 2006.2803150116556 
583, 2004.740276933364 
584, 2005.032467030237 
585, 1999.6651689675464 
586, 2007.709947758254 
587, 2006.2239365384187 
588, 2003.0635478105914 
589, 2003.6225625212728 
590, 1996.025229020402 
591, 1998.9663885690284 
592, 1996.8262684604063 
593, 1998.8811268202376 
594, 2008.1897443647154 
595, 2010.2656764490844 
596, 1999.7980521444365 
597, 1993.9465282626572 
598, 1999.1369654737903 
599, 1991.7873299279192 
600, 1988.6202296936417 
601, 1994.6292449317434 
602, 1997.6840700449409 
603, 1996.8047084481238 
604, 1992.5441431351755 
605, 1992.7789131967374 
606, 1995.2913487278856 
607, 1989.7486775602683 
608, 1993.9129645388894 
609, 1996.9055705392484 
610, 1986.7523102518742 
611, 1997.2945081439627 
612, 1994.5298892564401 
613, 1998.155497549363 
614, 1997.656399400797 
615, 1994.4740869273865 
616, 1990.0379541274895 
617, 1992.6002876540972 
618, 1996.4237826920655 
619, 1995.3880581261228 
620, 1992.672831302676 
621, 1991.8922922998884 
622, 1995.6277775084225 
623, 1993.872696056189 
624, 1991.74558614737 
625, 1992.476789544885 
626, 1993.586994971915 
627, 1994.9195318870634 
628, 1986.9317173573513 
629, 1988.0486097243618 
630, 1984.8494705587739 
631, 1985.7233677285737 
632, 1984.330427111313 
633, 1993.506003013583 
634, 1985.7896847762745 
635, 1988.4871922417585 
636, 1989.398101806446 
637, 1984.16487438219 
638, 1996.7136904416905 
639, 1994.8327787078206 
640, 1994.0735854288102 
641, 1992.0131808148656 
642, 1991.7012540305423 
643, 1989.3426254583433 
644, 1994.1550848063748 
645, 1991.6084408778422 
646, 1989.7808302020771 
647, 1991.1163655010005 
648, 1992.8052696860084 
649, 1992.6439655466704 
650, 1990.3862791350602 
651, 1983.89543524535 
652, 1986.3982225664568 
653, 1984.709972887534 
654, 1989.8342789380922 
655, 1987.7795091278208 
656, 1990.0205577104487 
657, 1990.9335549771133 
658, 1997.4460584450615 
659, 1993.8115465710475 
660, 1987.6531794349223 
661, 1989.281395412593 
662, 1992.6922911739455 
663, 1988.1723609867495 
664, 1992.2073330122291 
665, 1989.0234037883204 
666, 1987.0592275893196 
667, 1993.0517998301275 
668, 2005.6953483640139 
669, 2002.8746184581055 
670, 1998.426429938318 
671, 2003.5709525766754 
672, 2008.3988528328891 
673, 2004.7748393750855 
674, 2002.1535766215193 
675, 2005.2314161459328 
676, 2004.6606846311515 
677, 2003.5014616306414 
678, 2003.812497666686 
679, 1994.5692672820949 
680, 1997.5810171136252 
681, 2004.5266097741833 
682, 2005.3529827373677 
683, 2002.9842319558038 
684, 2001.92974836837 
685, 2001.5552051764041 
686, 2001.5012029804295 
687, 2007.0671430214306 
688, 2002.2655280322665 
689, 2003.3880620287835 
690, 1999.7245747594677 
691, 2004.182058943408 
692, 1988.3623906813623 
693, 1987.5487264107699 
694, 1993.271125107 
695, 1986.9147607454781 
696, 1984.8773849103827 
697, 1990.1329806610147 
698, 1993.4296400619442 
699, 1985.00565177289 
700, 1992.3019730213894 
701, 1992.2278527615374 
702, 1993.4193492783609 
703, 1989.070819157544 
704, 1995.998458772173 
705, 1998.9056171165646 
706, 1998.5847401255578 
707, 1995.7504493236443 
708, 1995.2313982539774 
709, 1992.9014687134734 
710, 1994.7031492836195 
711, 1991.0058249382769 
712, 1995.6612444495838 
713, 1997.8021992777794 
714, 1993.6641760987156 
715, 1994.9332860653121 
716, 1991.3641021007381 
717, 1992.7206482796569 
718, 1993.4352145002551 
719, 1993.0876106917556 
720, 1986.0085342795517 
721, 1997.4383680426529 
722, 1987.9124521971094 
723, 1995.1469503868284 
724, 1996.5039464252318 
725, 1996.6655008344433 
726, 1994.0865764395849 
727, 1994.9602570326656 
728, 1997.0400966572665 
729, 1994.855436992176 
730, 1994.1561107663458 
731, 1998.8764424648969 
732, 2000.4514017134688 
733, 1997.3261426501342 
734, 1993.90691309919 
735, 1994.827948943931 
736, 1996.192754468074 
737, 1996.182377367798 
738, 1999.647540673893 
739, 2002.0797006359423 
740, 2002.3090264503717 
741, 1999.6420572212642 
742, 2000.8766465726721 
743, 2005.124370167677 
744, 2003.2617640094834 
745, 2005.1001781183813 
746, 2006.5202122737282 
747, 2003.4624165740447 
748, 1997.3726807393316 
749, 1992.0894751872352 
750, 1994.3463980617926 
751, 1993.6947402007745 
752, 1995.3809539462338 
753, 1996.1761572428152 
754, 1992.2825717106637 
755, 1993.6218944336092 
756, 1992.6369596827944 
757, 1994.4543735031577 
758, 1991.0925919616895 
759, 2003.351364223624 
760, 2008.1302188210968 
761, 2002.4499358747644 
762, 2000.916644705995 
763, 1997.9200475338357 
764, 2001.7613639328908 
765, 2001.9208888450664 
766, 1992.420379712884 
767, 1996.7064175094458 
768, 1999.7256881198448 
769, 1999.3620841963645 
770, 1994.349677541009 
771, 1994.379634654187 
772, 1993.2531767244648 
773, 1985.1366351987124 
774, 1992.7931575350483 
775, 1985.0070751862772 
776, 1988.2848095443376 
777, 1981.407881138389 
778, 1998.856481129988 
779, 2000.6722841573032 
780, 2000.2959823231674 
781, 1999.0902931086093 
782, 2001.2974574544323 
783, 1998.0088199213553 
784, 1998.523541538716 
785, 1999.7406232761737 
786, 2004.3053480358708 
787, 1999.8232193134259 
788, 1995.0155066005982 
789, 2000.08652275777 
790, 2001.6881863861042 
791, 1997.8861170712332 
792, 1998.187859319475 
793, 1999.8816722030283 
794, 2001.4832175166885 
795, 2003.5222761984146 
796, 1996.7751365421825 
797, 1993.0063631026387 
798, 1992.2775936866622 
799, 1999.8377316313693 
800, 1994.0598744920144 
801, 1993.1171254924375 
802, 1996.362046038855 
803, 1996.0993771598114 
804, 1994.4005230635087 
805, 1994.759752150119 
806, 2000.1717652657712 
807, 2000.2113334608814 
808, 2003.3223140099694 
809, 2007.3837123196354 
810, 2001.0806112758892 
811, 1998.8963601069834 
812, 2004.6501614209583 
813, 2003.4070323770864 
814, 2004.017001256407 
815, 2001.0924859127379 
816, 2002.7546505913963 
817, 2001.5234747444438 
818, 2000.0201804508358 
819, 1999.2185559269242 
820, 2002.9263586733814 
821, 1997.610858607236 
822, 2005.713949973845 
823, 2005.4809605734936 
824, 2004.53806913996 
825, 2006.7189659820515 
826, 1998.1075673192722 
827, 2005.2981803126577 
828, 2005.2981803126577 
829, 2004.8399931737104 
830, 1996.525795584779 
831, 2000.9831650709914 
832, 2001.4155762310393 
833, 2004.978062163498 
834, 1997.16598869643 
835, 1999.1994102340554 
836, 2002.8060491385575 
837, 2004.737342443248 
838, 2001.7981839488193 
839, 2004.9115621925466 
840, 1998.8253357054116 
841, 1999.4762830140082 
842, 1998.6654544267024 
843, 2003.8890224564636 
844, 2002.0752462936869 
845, 2002.4585056366302 
846, 1993.1253620687753 
847, 2001.1920735764882 
848, 2002.2301425173348 
849, 2005.3671848788258 
850, 1998.1369365044293 
851, 1994.5032468120655 
852, 2005.102991789728 
853, 1999.364964123003 
854, 1997.8178252610612 
855, 2001.2148994341198 
856, 2003.1230960649707 
857, 2000.9181564522924 
858, 1997.9808642169462 
859, 2006.4402224650482 
860, 1997.9808642169462 
861, 2003.84085281859 
862, 2001.6131330355868 
863, 1999.9647505455264 
864, 2002.1900928434266 
865, 2004.0284983592812 
866, 2003.756562189901 
867, 2000.9181564522924 
868, 2000.0005732624923 
869, 2001.6892008712541 
870, 2003.8411475495197 
871, 2004.353509340806 
872, 2003.0384276243733 
873, 1996.458181000781 
874, 2001.420621952144 
875, 2000.2904138231033 
876, 1995.6961917462047 
877, 2006.8423147041644 
878, 2007.0715590455452 
879, 2010.5351123083244 
880, 2007.1139565678009 
881, 2003.7585547924632 
882, 2004.5310295003355 
883, 1996.5973577405814 
884, 2000.7598185183942 
885, 2001.0674656621663 
886, 2004.4969478450018 
887, 1998.7410269488148 
888, 2002.0450449078373 
889, 2001.8072462313346 
890, 2003.8644118981545 
891, 2005.3388762960349 
892, 2001.8072462313346 
893, 2002.0256605837674 
894, 1998.1209167293782 
895, 1999.8241024595893 
896, 1993.1920338841899 
897, 1999.62447458859 
898, 2000.41196036124 
899, 1997.664301102944 
900, 2004.92042849392 
901, 2003.024709457872 
902, 2001.8417794817487 
903, 2000.0587963348219 
904, 2000.2216303136233 
905, 2000.0560076140732 
906, 1999.9657941097864 
907, 1998.935314415392 
908, 2001.3113715974052 
909, 2003.182356129591 
910, 2002.309874252819 
911, 1997.6491140924827 
912, 2003.4278578256065 
913, 2003.6008639176712 
914, 2005.0795305236693 
915, 2005.0805478248167 
916, 2002.563127310528 
917, 2005.05256252708 
918, 2002.1554202461457 
919, 2000.4175234888594 
920, 2008.1375641659076 
921, 2001.2971259938656 
922, 2001.5949388085924 
923, 1990.440367870656 
924, 1977.9425453943575 
925, 1983.7962530444922 
926, 1983.0533087683639 
927, 2007.0618233683874 
928, 2006.2179997186904 
929, 2004.03068849629 
930, 2005.9787048654762 
931, 2003.4195753715906 
932, 2003.6718885292385 
933, 2003.3065630534393 
934, 2002.1656295742189 
935, 2002.2629701230233 
936, 2001.985276630652 
937, 2006.2013076214012 
938, 1985.601822011812 
939, 1994.8792949332694 
940, 1989.4238322165272 
941, 1992.6394040075259 
942, 1988.980620814549 
943, 1983.7430719893543 
944, 1986.4676525379762 
945, 1992.8355780485017 
946, 1989.1526022251926 
947, 1984.8926664606395 
948, 1987.465727531804 
949, 1989.9143052537684 
950, 1992.4236862639643 
951, 1992.051148038648 
952, 1990.0159950644377 
953, 1993.9110194954674 
954, 1994.2335264724627 
955, 1988.7558052935733 
956, 1988.0136509293623 
957, 1992.4716666125146 
958, 1987.4916196249105 
959, 1996.4343677834443 
960, 2004.3581718136297 
961, 2002.4889934053806 
962, 1998.77909102471 
963, 2012.1959605525121 
964, 2004.0310281132708 
965, 2004.9442388686764 
966, 2002.462234921844 
967, 2001.2567438506494 
968, 2003.2144964738013 
969, 2001.806589114724 
970, 2002.0001398342852 
971, 2001.2250535374117 
972, 2002.3335504978747 
973, 2004.4605352160047 
974, 2005.103878847838 
975, 1999.7481220763025 
976, 1999.5354240829568 
977, 2004.129709214037 
978, 1999.2731057587373 
979, 2001.4093788062257 
980, 2000.1808292708956 
981, 1999.8838889929336 
982, 2004.7330575838214 
983, 1999.7762651883352 
984, 2001.380987802754 
985, 1999.8837223159617 
986, 2002.0892019963796 
987, 1997.7866582870706 
988, 2001.5597238734335 
989, 2001.2732377877974 
990, 1998.2996533747516 
991, 2000.1326309771143 
992, 2005.0295097672338 
993, 1999.2713339925047 
994, 1994.7902452603362 
995, 1999.0982123492945 
996, 1998.744704988539 
997, 1999.8513152233556 
998, 1999.6016853300841 
999, 1998.863452333957 
1000, 1999.2510187968787 
1001, 2002.2014016443482 
1002, 1999.5724306086208 
1003, 1999.736191358248 
1004, 2000.6953237072016 
1005, 1998.8942376663213 
1006, 2002.703457593801 
1007, 1998.8447395846154 
1008, 1991.331266539165 
1009, 1989.48348743432 
1010, 1992.4343673636433 
1011, 1992.0156698932537 
1012, 2000.8648253042968 
1013, 2000.5165204673492 
1014, 1988.8815497857734 
1015, 1990.3405471912506 
1016, 1988.9103708512023 
1017, 1993.3677743626258 
1018, 1996.4128888479638 
1019, 1993.209368045529 
1020, 2006.1878089500706 
1021, 2005.206530351612 
1022, 2002.4772853197376 
1023, 2006.9670465308027 
1024, 2005.3733223584 
1025, 2006.7806023063772 
1026, 2006.0190598817894 
1027, 2006.7883168344383 
1028, 1994.2415360524576 
1029, 1993.2098151032405 
1030, 1992.9262759626088 
1031, 1991.8168724383693 
1032, 1992.1931468007042 
1033, 1992.2844587957504 
1034, 1991.8214863527855 
1035, 1995.6565996469826 
1036, 1993.662496993461 
1037, 1994.304983112362 
1038, 1991.7187502852123 
1039, 1991.2151651822583 
1040, 1995.4351972149043 
1041, 2003.0734519608905 
1042, 2001.6833674115214 
1043, 2001.9107228296234 
1044, 1999.6322606715948 
1045, 2002.1232895496205 
1046, 1998.7422480657249 
1047, 2005.0819062502567 
1048, 2002.3917973839211 
1049, 2001.7385590214315 
1050, 2003.1081069288828 
1051, 2000.2869740661174 
1052, 1998.270109644806 
1053, 2001.9764169841885 
1054, 2001.7138701192264 
1055, 2001.1076546004233 
1056, 2002.1584069047394 
1057, 2001.59317905799 
1058, 1994.3664915453392 
1059, 1992.243335908847 
1060, 1997.9795408777954 
1061, 1998.915301363151 
1062, 1990.0711809346105 
1063, 1995.694515036249 
1064, 1995.4264682609526 
1065, 1992.6933411003592 
1066, 1997.556828530652 
1067, 1997.3064610942577 
1068, 1994.730581225893 
1069, 1995.4341131589435 
1070, 1996.1742942764288 
1071, 1997.800167297149 
1072, 1997.786164817325 
1073, 1994.4106868252054 
1074, 1997.882631365678 
1075, 1995.8058307564434 
1076, 1993.238305572629 
1077, 1990.5811334095931 
1078, 1993.5064516181187 
1079, 1992.3487367508346 
1080, 2001.3598124295554 
1081, 1990.1341639633565 
1082, 1998.4907265329975 
1083, 1994.843554263235 
1084, 1995.228638833635 
1085, 1994.404173061337 
1086, 1987.8107101486326 
1087, 1990.1628979443635 
1088, 1991.7950495360305 
